Date,Open,High,Low,Close,Adj Close,Volume
2006-04-03,130.070007,130.869995,129.490005,129.729996,97.543686,61624700
2006-04-04,129.729996,130.729996,129.360001,130.559998,98.167747,54809300
2006-04-05,130.610001,131.279999,130.380005,131.009995,98.506088,50607200
2006-04-06,130.850006,131.210007,130.190002,130.869995,98.400780,57906200
2006-04-07,131.059998,131.399994,129.350006,129.539993,97.400787,80180900
2006-04-10,129.740005,130.080002,129.259995,129.740005,97.551193,41496500
2006-04-11,129.850006,130.059998,128.250000,128.639999,96.724113,72799400
2006-04-12,128.770004,129.130005,128.610001,128.880005,96.904572,43033700
2006-04-13,128.589996,129.250000,128.309998,128.710007,96.776741,51051800
2006-04-17,128.830002,129.309998,128.020004,128.660004,96.739113,64167700
2006-04-18,128.929993,130.940002,128.929993,130.699997,98.273003,92531800
2006-04-19,130.750000,131.070007,130.240005,130.949997,98.460960,87269000
2006-04-20,131.000000,131.860001,130.600006,131.130005,98.596336,86005500
2006-04-21,131.690002,131.789993,130.619995,131.149994,98.611336,72342600
2006-04-24,130.889999,131.070007,130.380005,130.910004,98.430901,52546400
2006-04-25,131.039993,131.119995,129.919998,130.369995,98.024895,84359800
2006-04-26,130.500000,131.139999,130.300003,130.399994,98.047424,67262400
2006-04-27,129.899994,131.630005,129.589996,131.029999,98.521141,124478600
2006-04-28,130.789993,131.750000,130.710007,131.470001,98.851974,55854400
2006-05-01,131.470001,131.800003,130.320007,130.399994,98.047424,64990300
2006-05-02,131.009995,131.460007,130.740005,131.380005,98.784294,49063500
2006-05-03,131.149994,131.320007,130.449997,130.889999,98.415871,60821300
2006-05-04,131.080002,131.619995,130.970001,131.360001,98.769264,42921400
2006-05-05,132.050003,132.800003,131.850006,132.520004,99.641457,62588200
2006-05-08,132.509995,132.770004,132.360001,132.360001,99.521179,30016700
2006-05-09,132.419998,132.770004,132.309998,132.619995,99.716644,29864000
2006-05-10,132.410004,132.750000,131.889999,132.550003,99.664017,64378200
2006-05-11,132.509995,132.550003,130.520004,130.949997,98.460960,80626900
2006-05-12,130.360001,130.720001,129.190002,129.240005,97.175247,91726500
2006-05-15,128.789993,129.740005,128.610001,129.500000,97.370720,84029300
2006-05-16,129.759995,130.000000,129.009995,129.309998,97.227882,62137600
2006-05-17,128.669998,129.100006,126.769997,126.849998,95.378189,144789500
2006-05-18,127.349998,127.750000,126.110001,126.209999,94.896996,87906300
2006-05-19,126.870003,127.489998,125.800003,127.099998,95.566177,124309400
2006-05-22,126.279999,127.169998,125.500000,126.129997,94.836823,110852800
2006-05-23,127.180000,127.629997,125.169998,125.169998,94.115005,92006500
2006-05-24,125.680000,126.889999,124.760002,126.169998,94.866928,168405000
2006-05-25,126.919998,127.730003,126.430000,127.730003,96.039864,78977900
2006-05-26,128.009995,128.380005,127.510002,128.380005,96.528610,62989700
2006-05-30,127.970001,128.000000,126.050003,126.099998,94.814270,72419900
2006-05-31,126.620003,127.510002,126.199997,127.510002,95.874489,86926200
2006-06-01,127.379997,128.940002,127.269997,128.729996,96.791763,73721700
2006-06-02,129.250000,129.429993,128.320007,129.000000,96.994774,91702600
2006-06-05,128.850006,128.860001,126.769997,127.120003,95.581223,86105100
2006-06-06,127.209999,127.379997,125.760002,126.809998,95.348122,130498600
2006-06-07,126.910004,127.650002,125.790001,125.860001,94.633804,108599400
2006-06-08,125.580002,126.500000,123.870003,125.750000,94.551109,204957200
2006-06-09,126.360001,126.959999,125.290001,125.349998,94.250359,94972200
2006-06-12,125.879997,125.930000,123.820000,123.989998,93.227753,95815900
2006-06-13,123.739998,124.839996,122.550003,122.550003,92.145058,185688800
2006-06-14,122.839996,123.629997,122.339996,123.500000,92.859344,163566400
2006-06-15,123.949997,126.360001,123.860001,126.120003,94.829300,134057000
2006-06-16,125.290001,125.559998,124.459999,124.650002,94.138268,94253500
2006-06-19,125.400002,125.480003,123.550003,123.669998,93.398186,95804400
2006-06-20,124.010002,124.809998,123.720001,124.089996,93.715355,65494700
2006-06-21,124.000000,125.699997,123.959999,125.010002,94.410194,75008200
2006-06-22,124.949997,125.059998,124.040001,124.459999,93.994781,74566100
2006-06-23,124.330002,125.300003,124.029999,124.440002,93.979668,54107000
2006-06-26,124.540001,125.059998,124.250000,124.989998,94.395073,37899600
2006-06-27,125.010002,125.290001,123.769997,123.910004,93.579414,69780200
2006-06-28,124.190002,124.769997,123.650002,124.750000,94.213814,62368100
2006-06-29,125.199997,127.349998,125.169998,127.269997,96.116959,110634800
2006-06-30,127.540001,127.660004,126.959999,127.279999,96.124527,54227800
2006-07-03,127.430000,128.009995,127.309998,127.800003,96.517227,23914000
2006-07-05,127.290001,127.449997,126.519997,127.070000,95.965935,69653400
2006-07-06,127.199997,127.849998,127.080002,127.440002,96.245377,50100300
2006-07-07,127.190002,127.559998,126.290001,126.610001,95.618492,81626500
2006-07-10,126.940002,127.430000,126.410004,126.849998,95.799759,60964100
2006-07-11,126.610001,127.410004,125.940002,127.410004,96.222717,73640800
2006-07-12,127.150002,127.400002,125.720001,126.050003,95.195602,82561300
2006-07-13,125.449997,125.680000,124.000000,124.000000,93.647400,102405700
2006-07-14,124.129997,124.260002,122.830002,123.519997,93.284889,103242500
2006-07-17,123.519997,124.099998,123.150002,123.339996,93.148941,81159000
2006-07-18,123.709999,124.050003,122.389999,123.970001,93.624725,122771000
2006-07-19,124.180000,126.260002,123.720001,125.690002,94.923721,133565300
2006-07-20,126.120003,126.300003,124.660004,124.830002,94.274223,112259800
2006-07-21,125.150002,125.190002,123.820000,123.949997,93.609619,101560000
2006-07-24,124.440002,126.320000,124.440002,126.209999,95.316422,92884000
2006-07-25,125.980003,127.300003,125.720001,126.660004,95.656288,95480700
2006-07-26,126.589996,127.449997,126.180000,126.830002,95.784698,84525800
2006-07-27,127.379997,127.690002,126.199997,126.709999,95.694061,87257100
2006-07-28,127.040001,128.139999,126.860001,127.980003,96.653206,82137000
2006-07-31,127.660004,127.959999,127.449997,127.849998,96.555000,49593100
2006-08-01,127.339996,127.379997,126.599998,127.220001,96.079216,65225600
2006-08-02,127.580002,128.460007,127.550003,128.080002,96.728706,64770900
2006-08-03,127.339996,128.550003,127.150002,128.419998,96.985451,63693800
2006-08-04,129.080002,129.429993,127.480003,128.199997,96.819305,96294200
2006-08-07,127.900002,128.080002,127.400002,127.900002,96.592743,45377300
2006-08-08,128.089996,128.460007,126.949997,127.410004,96.222717,90901300
2006-08-09,128.179993,128.600006,126.610001,126.980003,95.897949,78910600
2006-08-10,126.580002,127.500000,126.279999,127.370003,96.192482,69322300
2006-08-11,127.169998,127.199997,126.389999,127.010002,95.920624,47482200
2006-08-14,127.629997,128.160004,126.919998,127.110001,95.996140,57839000
2006-08-15,128.250000,128.869995,127.900002,128.630005,97.144058,68143000
2006-08-16,129.320007,129.889999,129.039993,129.699997,97.952148,71737600
2006-08-17,129.580002,130.369995,129.490005,130.029999,98.201370,70992800
